segment,active_target_x_m,active_target_z_m,start_t_s,end_t_s,duration_s,sample_count,rms_error_m,max_error_m,mean_drone_power_ratio,mean_cable_support_fraction,max_thrust_fraction,max_allocation_residual_N,mean_contact_force_N,contact_valid_fraction,allocation_residual_active_fraction
1,-2.1,1.1,0.005,21.12500000000008,21.120000000000083,4225,0.048138175513097875,0.0661522253154442,0.16480434754547338,0.873057941184526,0.4597666410043693,0.031953878265639536,0.55,1.0,0.0
2,2.1,1.1,21.13000000000008,46.31500000000524,25.18500000000516,5038,0.04661592076392494,0.06617012836198179,0.14869366030736408,0.8771052721080166,0.45620075115583725,0.03319079190083918,0.55,1.0,0.0
3,2.1,1.52,46.320000000005244,48.34500000000628,2.025000000001036,406,0.07003987302520918,0.0802927301500871,0.2743957836483396,0.8232414900331544,0.4955491842169297,0.010023393677447978,0.55,1.0,0.0
4,-2.1,1.52,48.35000000000628,72.92500000000616,24.574999999999882,4916,0.047414968878184964,0.06535144655014159,0.1627720970800001,0.8676769535341085,0.485420038979257,0.03851881469372447,0.55,1.0,0.0
5,-2.1,1.94,72.93000000000616,74.95500000000432,2.0249999999981583,406,0.07056064640002356,0.08127607235316534,0.3068107868015655,0.7947960428814241,0.5245276744144282,0.009867871873893375,0.55,1.0,0.0
6,2.1,1.94,74.96000000000431,103.87499999997802,28.914999999973702,5784,0.04769781613729715,0.06543831980227813,0.16692160575613307,0.8543807028406641,0.5162279408195393,0.15886438760394317,0.55,1.0,0.18343706777316734
7,2.1,2.36,103.87999999997801,105.90499999997617,2.0249999999981583,406,0.07065957477952572,0.08190562088069002,0.34609067678097566,0.7597086916055888,0.5564466592129103,0.009340722329584808,0.55,1.0,0.0
8,-2.1,2.36,105.90999999997616,134.11999999995052,28.209999999974357,5643,0.04804794482484234,0.0663120285106698,0.18884098128460663,0.8375407814783401,0.5500739810159367,0.13829240821986105,0.55,1.0,0.17065390749601275
9,-2.1,2.78,134.12499999995052,136.15499999994867,2.0299999999981537,407,0.07008311205798137,0.08192430734286137,0.3937355028774015,0.7157354066401647,0.5917755237373327,0.008889238819416117,0.55,1.0,0.0
10,2.1,2.78,136.15999999994867,162.08999999992508,25.929999999976417,5187,0.0490930079846205,0.06662724405853934,0.22115972815481857,0.8150464761313507,0.5867113270759385,0.13949761703956978,0.55,1.0,0.15635241951031426
11,2.1,3.2,162.09499999992508,164.13499999992322,2.0399999999981446,409,0.06858310939251226,0.08107621641418304,0.4515766903225374,0.6603396697040999,0.6308225575773886,0.009349645516842064,0.55,1.0,0.0
12,-2.1,3.2,164.13999999992322,188.64499999990093,24.504999999977713,4902,0.04946217991984379,0.06660896489332394,0.2671635444755938,0.7820951059444816,0.6256929589021132,0.07251608986776131,0.55,1.0,0.03671970624235006
13,-2.1,3.62,188.64999999990093,190.70999999989905,2.0599999999981264,413,0.06584711253308037,0.07910093267465204,0.5218578432404051,0.5897742043565802,0.672709353468324,0.011571366317820554,0.55,1.0,0.0
14,2.1,3.62,190.71499999989905,213.66999999987817,22.954999999979123,4592,0.049336090485800156,0.06631873433334882,0.3293793244120646,0.7315541821175984,0.6656969236221932,0.044147529295082574,0.55,1.0,0.0
15,2.1,4.04,213.67499999987817,215.79999999987623,2.1249999999980673,426,0.0614141454272274,0.0754268410903815,0.6063021476794569,0.5005601014098593,0.716006041562799,0.014334568186385234,0.55,1.0,0.0
16,-2.1,4.04,215.80499999987623,239.6849999998545,23.87999999997828,4777,0.04757921088189006,0.06571687697614986,0.39216054912076953,0.6697192421004335,0.7061476377499828,0.048350777398364436,0.55,1.0,0.0
17,-2.1,4.46,239.6899999998545,241.93499999985247,2.244999999997958,450,0.05625161283871644,0.06976029918793972,0.7051394227769425,0.39023960949021835,0.7592575370359044,0.019237886912405536,0.55,1.0,0.0
18,2.1,4.46,241.93999999985246,267.16499999982955,25.224999999977086,5046,0.04513314508070129,0.06567096094830255,0.47086121138402987,0.5862180073574904,0.7433299084279481,0.07703580729130077,0.55,1.0,0.0453824811732065
19,2.1,4.88,267.16999999982954,269.6399999998273,2.4699999999977535,495,0.051276776690781095,0.06366721458310289,0.813282265218858,0.26196764699951314,0.7976433516129755,0.02506230213089741,0.55,1.0,0.0
20,-2.1,4.88,269.6449999998273,294.41999999980476,24.774999999977467,4956,0.043273254086722016,0.06699022280017741,0.6022483260327275,0.4539856614463444,0.7673235929009692,0.06485567140740085,0.55,1.0,0.018159806295399514
21,-2.1,5.25,294.42499999980475,296.7949999998026,2.3699999999978445,475,0.04732840291339426,0.056992285367028245,0.9068871055062414,0.14142333031242627,0.8289389840784134,0.02852348062279364,0.55,1.0,0.0
22,2.1,5.25,296.7999999998026,327.3349999997748,30.53499999997223,6108,0.059687032529043484,0.11716834838415885,0.7473446261278694,0.29289563460284673,0.7776941544871061,0.1032531479379579,0.55,1.0,0.023739358218729537
23,0.0,2.0,327.3399999997748,356.3049999997485,28.964999999973656,5794,0.03659868989829666,0.06100903137409561,0.3095598184523328,0.7004233907588331,0.7598417055371748,0.04871926971524565,0.55,1.0,0.0
