segment,active_target_x_m,active_target_z_m,start_t_s,end_t_s,duration_s,sample_count,rms_error_m,max_error_m,mean_drone_power_ratio,mean_cable_support_fraction,max_thrust_fraction,max_allocation_residual_N,mean_contact_force_N,contact_valid_fraction,allocation_residual_active_fraction
1,-2.1,1.1,0.005,16.30500000000104,16.30000000000104,3261,0.04388881168463358,0.05756477561358047,0.14225319161573663,0.8757550425270527,0.4724285146175721,0.03205696831229407,0.55,1.0,0.0
2,2.1,1.1,16.31000000000104,46.21000000000519,29.900000000004148,5981,0.046621679592217295,0.06632730496207043,0.13801017467800886,0.8722616807874758,0.46383745289684064,0.05007344654839949,0.18546109254800822,0.3347266343420833,0.00016719612104999163
3,2.1,1.52,46.21500000000519,49.05000000000664,2.8350000000014504,568,0.06152781076367851,0.06543646120807758,0.2760510086946112,0.8221333629287036,0.4818985414316586,0.008585632291448207,0.5500000000000003,1.0,0.0
4,-2.1,1.52,49.05500000000664,75.57500000000375,26.51999999999711,5305,0.048560964132689365,0.06733118338977648,0.149477831029936,0.8719257592498406,0.4946527570696026,0.03384103115053441,0.5500000000000003,1.0,0.0
5,-2.1,1.94,75.58000000000375,78.39500000000119,2.8149999999974398,564,0.06081607696676356,0.06527427325040484,0.30898228756130286,0.7934667188864073,0.5116938033840321,0.007793467486375229,0.5500000000000003,1.0,0.0
6,2.1,1.94,78.40000000000119,104.07499999997783,25.67499999997665,5136,0.04995224651139965,0.06770355383059301,0.1648699471891524,0.8630235002907035,0.5272824014456147,0.03491403692765668,0.5500000000000003,1.0,0.0
7,2.1,2.36,104.07999999997783,106.88999999997527,2.8099999999974443,563,0.06063380524569127,0.06478729005837945,0.34863652769344616,0.756808291958041,0.544197714315134,0.00851428504137823,0.5500000000000003,1.0,0.0
8,-2.1,2.36,106.89499999997527,131.7349999999527,24.839999999977422,4969,0.051125131211920846,0.06836948614435208,0.18555442664184435,0.8490941589648593,0.5607126312144257,0.03499862535586184,0.5500000000000003,1.0,0.0
9,-2.1,2.78,131.7399999999527,134.54499999995014,2.804999999997449,562,0.05811981825011639,0.0631602557612422,0.39663249593787325,0.7128477852104966,0.5796171978908239,0.00929216416510681,0.5500000000000003,1.0,0.0
10,2.1,2.78,134.54999999995013,158.6749999999282,24.12499999997806,4826,0.05203145686363575,0.07062870705621005,0.21147562428767994,0.8294381016347725,0.5975196132862989,0.03551924022138487,0.5500000000000003,1.0,0.0
11,2.1,3.1999999999999997,158.67999999992819,161.48999999992563,2.8099999999974443,563,0.05765116590031539,0.0619069011124128,0.45482077236583585,0.6583177131840928,0.6180224905509069,0.01004439840197767,0.5500000000000003,1.0,0.0
12,-2.1,3.1999999999999997,161.49499999992562,185.55999999990374,24.064999999978113,4814,0.0522489858208009,0.07130252658733269,0.24247684345788062,0.8032023267805436,0.6387225742619392,0.03985514399596067,0.5500000000000003,1.0,0.0
13,-2.1,3.6199999999999997,185.56499999990373,188.4549999999011,2.8899999999973716,579,0.05385759768179505,0.05803206936188648,0.5257004366732028,0.5855725584263797,0.658202557881192,0.011111807429078243,0.5500000000000003,1.0,0.0
14,2.1,3.6199999999999997,188.4599999999011,213.33499999987848,24.874999999977376,4976,0.05167202926586678,0.07105011700177809,0.281033001734417,0.766688042870444,0.6804464123222347,0.0475082543431388,0.5500000000000003,1.0,0.0
15,2.1,4.04,213.33999999987847,216.3949999998757,3.0549999999972215,612,0.048593963462729886,0.05216419512924343,0.6106248058644701,0.4960868425787051,0.6987670858092715,0.012346937498771478,0.5500000000000003,1.0,0.0
16,-2.1,4.04,216.3999999998757,240.1349999998541,23.734999999978413,4748,0.05062082013529952,0.07004809687939677,0.35818173230214284,0.6994330987794202,0.7246370033234583,0.037483195031200046,0.5500000000000003,1.0,0.0
17,-2.1,4.46,240.1399999998541,243.4499999998511,3.3099999999969896,663,0.04448988632210029,0.050124666033042276,0.7082055133101036,0.38441804868979335,0.7440001291162305,0.01539303251673862,0.5500000000000003,1.0,0.0
18,2.1,4.46,243.45499999985108,268.1149999998287,24.6599999999776,4933,0.048857907961044965,0.06948137742682821,0.43892081845200137,0.6183186885421537,0.752742924871899,0.040225833151699336,0.5500000000000003,1.0,0.0
19,2.1,4.88,268.1199999998287,271.6249999998255,3.504999999996812,702,0.04169235078260016,0.048863018567120914,0.8145670636575751,0.2569740447679766,0.7661939850202419,0.018690362201578197,0.5500000000000003,1.0,0.0
20,-2.1,4.88,271.6299999998255,297.74499999980173,26.11499999997625,5224,0.046506440478696655,0.06859800956777358,0.538808528754343,0.5127077293313376,0.7707412418642493,0.05518097764188231,0.5500000000000003,1.0,0.019908116385911178
21,-2.1,5.25,297.74999999980173,301.34999999979846,3.599999999996726,721,0.0376435876055984,0.0481504165291408,0.9035415213471115,0.14024708974075134,0.7838995529412917,0.02002490235712092,0.5500000000000003,1.0,0.0
22,2.1,5.25,301.35499999979845,333.6499999997691,32.29499999997063,6460,0.07302584627335537,0.13052518840153746,0.7305522935837588,0.3105529889869142,0.7834286390608807,0.08864466501678142,0.13712611177788447,0.2171826625386997,0.023529411764705882
23,0.0,2.0,333.6549999997691,362.7799999997426,29.12499999997351,5826,0.036354534526165105,0.05788423603488951,0.29653331221304013,0.7134932972592649,0.7558759773216575,0.04795143187398434,0.5499999999996316,1.0,0.0
