segment,active_target_x_m,active_target_z_m,start_t_s,end_t_s,duration_s,sample_count,rms_error_m,max_error_m,mean_drone_power_ratio,mean_cable_support_fraction,max_thrust_fraction,max_allocation_residual_N,mean_contact_force_N,contact_valid_fraction,allocation_residual_active_fraction
1,-2.1,1.1,0.005,16.31500000000104,16.31000000000104,3263,0.043617197241017945,0.05723628670990698,0.14223879222900304,0.8757944817352313,0.47176215866990595,0.03210835379124993,0.55,1.0,0.0
2,2.1,1.1,16.320000000001038,46.285000000005226,29.96500000000419,5994,0.04624004256414391,0.06623710276826186,0.1382223540746727,0.8720477461038197,0.4670556406390498,0.051145218755935584,0.1858846837784295,0.33550216883550216,0.009009009009009009
3,2.1,1.52,46.29000000000523,49.12000000000668,2.830000000001448,567,0.06223285885748243,0.06573344337839253,0.27598787914401657,0.819919211487507,0.4818739942187746,0.008550322769217064,0.5500000000000003,1.0,0.0
4,-2.1,1.52,49.12500000000668,75.67500000000366,26.549999999996984,5311,0.04821921873920866,0.06730406334719811,0.14950319814047164,0.8719120521725252,0.49712221954140684,0.03408855774035097,0.5500000000000003,1.0,0.0
5,-2.1,1.94,75.68000000000366,78.4900000000011,2.8099999999974443,563,0.06147061132195282,0.06543581842484829,0.3090107372549855,0.7930616850614299,0.5117939253173182,0.007131982865854256,0.5500000000000003,1.0,0.0
6,2.1,1.94,78.4950000000011,104.20999999997771,25.714999999976612,5144,0.04957433234763589,0.06767845150553853,0.16477771293592164,0.862782559217931,0.5249958585795663,0.03528134392447896,0.5500000000000003,1.0,0.0
7,2.1,2.36,104.2149999999777,107.02499999997515,2.8099999999974443,563,0.06093027724655413,0.06499729787037627,0.3487277482465526,0.7589452006183232,0.5443618275366036,0.007798318324924081,0.5500000000000003,1.0,0.0
8,-2.1,2.36,107.02999999997515,131.9299999999525,24.899999999977368,4981,0.05071029614918325,0.06836498827586909,0.18529889841819622,0.8491963918315997,0.5607215059850869,0.03516867116352883,0.5500000000000003,1.0,0.0
9,-2.1,2.78,131.9349999999525,134.73999999994996,2.804999999997449,562,0.059006074036294716,0.06351781714051852,0.39662940547403647,0.7128634504394569,0.5796550019481806,0.009298586421161395,0.5500000000000003,1.0,0.0
10,2.1,2.78,134.74499999994995,158.869999999928,24.12499999997806,4826,0.05161461282098506,0.07037259134668221,0.2114980799732863,0.8296111418847778,0.5986498664256548,0.035228887515937425,0.5500000000000003,1.0,0.0
11,2.1,3.1999999999999997,158.874999999928,161.69999999992544,2.8249999999974307,566,0.05645552319037312,0.06108405860592516,0.4548222414432288,0.656790817305684,0.6180925567972345,0.010153494512342506,0.5500000000000003,1.0,0.0
12,-2.1,3.1999999999999997,161.70499999992543,185.78999999990353,24.084999999978095,4818,0.05177257573841588,0.07090124071119616,0.24221599288220158,0.8031767027580495,0.6375211223643821,0.03896557637957485,0.5500000000000003,1.0,0.0
13,-2.1,3.6199999999999997,185.79499999990352,188.6899999999009,2.894999999997367,580,0.053756983048526524,0.05789489322985668,0.5257284643000154,0.5872429101093665,0.6582988431281152,0.011143781950679749,0.5500000000000003,1.0,0.0
14,2.1,3.6199999999999997,188.6949999999009,213.67999999987816,24.984999999977276,4998,0.05115860563263943,0.07059951863869811,0.28032104181475015,0.7666535396267065,0.6800002243984506,0.05012846183772082,0.5500000000000003,1.0,0.003201280512204882
15,2.1,4.04,213.68499999987816,216.73499999987538,3.049999999997226,611,0.048364100202705,0.05216337993484985,0.6106368338067122,0.49681007109759606,0.698710560646936,0.012454893357926893,0.5500000000000003,1.0,0.0
16,-2.1,4.04,216.73999999987538,240.4799999998538,23.73999999997841,4749,0.05015705598924016,0.06969948422470337,0.3581560608155972,0.6994340295088008,0.7253593815318968,0.03814375994489837,0.5500000000000003,1.0,0.0
17,-2.1,4.46,240.48499999985378,243.79999999985077,3.314999999996985,664,0.04447487385228681,0.05023198638628873,0.7081855948440005,0.3843947019873148,0.7438139520356277,0.015289407860630483,0.5500000000000003,1.0,0.0
18,2.1,4.46,243.80499999985076,268.47499999982836,24.66999999997759,4935,0.04838720936881614,0.06897604594664136,0.43892875412769233,0.6182497119572559,0.7530855069046801,0.04091633988541802,0.5500000000000003,1.0,0.0
19,2.1,4.88,268.47999999982835,271.9749999998252,3.4949999999968213,700,0.04172463764888554,0.0489304185240064,0.8145322933013066,0.257101134815995,0.7670180264257714,0.018631089268131937,0.5500000000000003,1.0,0.0
20,-2.1,4.88,271.97999999982517,298.1149999998014,26.13499999997623,5228,0.04613938151589682,0.06865219186907341,0.5380946537812228,0.5132723988512035,0.7689389101643569,0.055145265996833746,0.5500000000000003,1.0,0.022762050497322113
21,-2.1,5.25,298.1199999998014,301.7149999997981,3.5949999999967304,720,0.037645351986981185,0.048167731887210866,0.9035098052883572,0.1402976554507183,0.7828229177641707,0.019982891896449247,0.5500000000000003,1.0,0.0
22,2.1,5.25,301.7199999997981,333.5399999997692,31.81999999997106,6365,0.07088596230283552,0.1266806760201991,0.7381604110130092,0.30218491416268367,0.7844325413603522,0.09350532199841324,0.13364252664347717,0.22058130400628437,0.03173605655930872
23,0.0,2.0,333.5449999997692,362.6749999997427,29.129999999973506,5827,0.03636053537913699,0.058055324421201,0.29658298602511335,0.7132413718769509,0.7558861084938019,0.046076943941858094,0.5499999999995289,1.0,0.0
