t,x,z,measured_x,measured_z,ref_x,ref_z,error_x,error_z,error_norm,measured_error_norm,cable_support_fraction,drone_support_fraction,total_support_fraction,left_thrust_fraction,right_thrust_fraction,cable_tension_fraction,allocation_residual_fraction,left_thrust_n,right_thrust_n,cable_tension_n,measured_tension_n,measured_cable_length_m,measured_line_length_m,cable_angle_deg,attitude_deg,angular_velocity_deg_s,desired_attitude_torque_nm,net_attitude_torque_nm,cable_torque_nm,left_torque_nm,right_torque_nm,desired_cable_tension_n,drone_power_index,no_cable_power_index,drone_power_ratio,instant_power_saving_fraction,spool_power_in_w,spool_power_abs_w,spool_velocity_cmd,cable_stretch,reference_speed_scale,cumulative_drone_power_saving_fraction,cumulative_spool_work_in_j,cumulative_spool_work_abs_j
5.609999999999903,0.6438507940957423,2.7151711055193837,0.6440159791400188,2.714893385385009,0.663057555733689,2.62027964891216,-0.019206761637946657,0.09489145660722365,0.0968157437076094,0.09651083238956278,0.7237986931605164,0.2835373981934786,1.007336091353995,0.5494056709776757,0.13969363690372083,0.06019791216791746,0.008376488295592826,0.8084504448436497,0.2055591867038252,1.444749892030019,1.444749892030019,1.3802439067651369,1.385798546995168,30.743741106984057,-34.39810877627253,-3.804660184498782,0.0006004014115163447,0.0004341051491658577,0.14933699157762834,-0.20056519719094681,0.05099634625550445,1.5583678991404863,0.8201068316772012,2.1558276142798234,0.38041391911160133,0.6195860808883986,0.09418715391471656,0.09418715391471656,-0.0651927052802019,0.005557086330817196,0.6254941650674226,0.8939287831582742,0.780871037538164,0.7815491676112307
5.6149999999999025,0.6450660617859958,2.7163118746297017,0.6452307489339223,2.716035737844541,0.6644137896121682,2.6215483838307376,-0.019347727826172445,0.09476349079896407,0.09671842513420592,0.0964149838883619,0.7231384705855488,0.28422135935857207,1.0073598299441209,0.5502830596436253,0.14035705393111195,0.06018530560590579,0.008411667794978586,0.8097415222655947,0.20653540485963123,1.444447334541739,1.444447334541739,1.379919516936786,1.3854729506212893,30.81172317943261,-34.417077690424826,-3.793782830459792,0.0005986649909196813,0.0004278891373475051,0.14941081376177168,-0.20088549536057834,0.051238532264763784,1.5583586729066365,0.8225135068502251,2.1558276142798234,0.38153027700454345,0.6184697229954566,0.09371280458280366,0.09371280458280366,-0.06487796567019503,0.005555897621307038,0.6264364065596456,0.8936834945917891,0.7813396015610781,0.7820177316341448
5.619999999999902,0.6462838694669143,2.717454454311806,0.646448049806178,2.7171799100317395,0.6657723963329811,2.622819338505047,-0.019488526866066835,0.0946351158067591,0.09662094919409617,0.09631898996320531,0.7224776562076998,0.2849048994944301,1.00738255570213,0.5511607199083762,0.14101997294317353,0.06017281517346839,0.008449674539213733,0.8110329993451756,0.20751089018587984,1.4441475641632413,1.4441475641632413,1.3795967129040052,1.385148951295402,30.879863293123048,-34.435993036835036,-3.783069282042139,0.0005969534343702914,0.0004214454153029883,0.14948466161068014,-0.20120589267965436,0.05148053646930568,1.5583794639176962,0.8249231831962682,2.1558276142798234,0.3826480270185436,0.6173519729814564,0.09323533152845392,0.09323533152845392,-0.06456080655613317,0.00555472040700189,0.6273501207360684,0.8934376480423136,0.7818057782187203,0.782483908291787
5.624999999999902,0.647504222390366,2.7185988498558413,0.6476678868587238,2.7183259073797075,0.6671333089221813,2.6240924502820406,-0.019629086531815276,0.09450639957380069,0.09652336814718168,0.09622290316076705,0.7218161875722157,0.28558793854975967,1.0074041261219753,0.5520385430063708,0.14168234357878065,0.060160436528681464,0.008490433265557748,0.8123247160338747,0.20848556857617573,1.443850476688355,1.443850476688355,1.3792755068739189,1.3848265607223709,30.948161748276902,-34.454855661926324,-3.7725250182572525,0.0005952676527090793,0.00041478616203051216,0.14955852497201522,-0.20152634944238623,0.051722340484374595,1.5584296319785256,0.8273355865365084,2.1558276142798234,0.3837670419732927,0.6162329580267073,0.09275469593104212,0.09275469593104212,-0.06424120601725061,0.005553554212946343,0.6282343614643916,0.8931912438734109,0.7822695516983755,0.7829476817714422
5.629999999999902,0.6487271254347675,2.7197450662365923,0.6488902648146937,2.71947373501253,0.6684964583436295,2.6253676545795237,-0.01976933290886196,0.09437741165706859,0.09642573491941453,0.09612677670221535,0.7211540180132726,0.2862703926501728,1.0074244106634456,0.5529164224782671,0.1423441103787981,0.0601481666252113,0.008533869627899995,0.8136165156767701,0.2094593584224014,1.4435559990050713,1.4435559990050713,1.3789559111530747,1.384505790788833,31.016618823999377,-34.47366643791524,-3.762155197783507,0.0005936085080609573,0.00040792397866745364,0.14963239687258867,-0.20184682678488883,0.05196392406414313,1.5585085553422384,0.8297504410182326,2.1558276142798234,0.3848871939120324,0.6151128060879676,0.09227086401616473,0.09227086401616473,-0.06391914416881626,0.0055523986408119175,0.6290882298274348,0.8929442825609905,0.7827309060184564,0.7834090360915231
5.634999999999902,0.6499525830876086,2.7208931080848453,0.6501151880034117,2.720623397712428,0.6698617735982657,2.6266448849790223,-0.019909190510657093,0.09424822310582304,0.09632810298866387,0.09603066436424264,0.7204911189741189,0.2869521735932619,1.0074432925673809,0.5537942549930863,0.14300521190452328,0.06013600390951856,0.008579910066059704,0.8149082462223265,0.210432169317506,1.4432640938284453,1.4432640938284453,1.3786379381373917,1.384186653577976,31.085234776912046,-34.49242626117234,-3.751964651419652,0.0005919768121462874,0.0004008717632155306,0.1497062740169124,-0.2021672869853124,0.052205264779892124,1.5586156302114735,0.8321674698232777,2.1558276142798234,0.3860083544301718,0.6139916455698282,0.09178380726836628,0.09178380726836628,-0.06359460313662887,0.0055512533930188734,0.6299108730871065,0.8926967646932077,0.7831898250547983,0.783867955127865
5.639999999999902,0.651180599425969,2.7220429796624437,0.6513426603434509,2.7217748998905447,0.6712291818215823,2.627924073316964,-0.020048582395613357,0.09411890634547948,0.09623052627801032,0.09593462036743804,0.7198274816214786,0.28763318849235,1.0074606701138287,0.554671941034395,0.1436655800776264,0.06012394846001682,0.00862848171933349,0.8161997612321122,0.21140390108422724,1.4429747630404037,1.4429747630404037,1.3783216003023722,1.3838691613799017,31.15400983978808,-34.51113605056242,-3.7419578780165006,0.0005903733250934253,0.0003936425737139889,0.14978015714314596,-0.20248769371433933,0.052446337779050216,1.5587502702524696,0.834586395826371,2.1558276142798234,0.38713039498066415,0.6128696050193359,0.0912935025055917,0.0912935025055917,-0.0632675670038974,0.0055501182924206915,0.6307014837225262,0.8924486909700925,0.7836462925673262,0.7843244226403929
5.644999999999902,0.6524111780949672,2.7231946848411988,0.652572685323592,2.7229282455617114,0.6725986083794068,2.6292051497742834,-0.02018743028443959,0.09398953506691532,0.09613305905662221,0.09583869927235455,0.7191631177360789,0.2883133395802575,1.0074764573163364,0.5555493854428555,0.144325139757312,0.06011200206639098,0.008679512383745388,0.8174909206791618,0.21237444315288465,1.4426880495933836,1.4426880495933836,1.3780069101936996,1.383553326697254,31.222944220193153,-34.52979674578289,-3.7321390440933957,0.0005887987547985693,0.0003862494832893936,0.14985405123127987,-0.20280801223324688,0.052687115630833115,1.5589119061215846,0.8370069422063074,2.1558276142798234,0.3882531871575076,0.6117468128424923,0.09079993182145309,0.09079993182145309,-0.06293802173452863,0.005548993297113114,0.6314592985207684,0.892200062202929,0.7841002922264335,0.7847784222995002
5.649999999999902,0.6536443222841534,2.7243482270856982,0.6538052659816412,2.7240834383233277,0.673969976962052,2.6304880429645006,-0.020325654677898597,0.09386018412119768,0.0960357558482793,0.09574295588344163,0.7184980598935345,0.28899252418029453,1.007490584073829,0.5564264978103731,0.14498380856459855,0.06010016824997239,0.008732930511519488,0.818781591527964,0.2133436743028068,1.4424040379993375,1.4424040379993375,1.3776938804183032,1.3832391622459932,31.292038099135947,-34.54840930571874,-3.7225119871699617,0.0005872537568654119,0.00037870543400514943,0.14992796556508686,-0.20312820953779365,0.0529275682620953,1.559099985003912,0.8394288330129,2.1558276142798234,0.3893766029587296,0.6106233970412704,0.09030308240913745,0.09030308240913745,-0.06260595507926534,0.005547878510156146,0.6321835976992276,0.8919508793134054,0.7845518076384792,0.7852299377115459
5.654999999999902,0.6548800347019287,2.7255036094399197,0.6550404048811,2.7252404813383873,0.6753432096768507,2.631772680020279,-0.020463174974922005,0.09373092941964067,0.09593867134750166,0.09564744516094363,0.7178323609656775,0.2896706348432781,1.0075029958089556,0.5573031927271388,0.1456414969517031,0.06008845222739579,0.00878866524959968,0.8200716480979847,0.21431146276443108,1.442122853457499,1.442122853457499,1.3773825236359534,1.3829266809513223,31.361291629731202,-34.56697470683249,-3.713080222750566,0.0005857389351293913,0.0003710230931726412,0.15000191365270732,-0.20344825444840497,0.05316766298265957,1.5593139701636562,0.8418517936926773,2.1558276142798234,0.3905005150302366,0.6094994849697635,0.08980294628113297,0.08980294628113297,-0.06227135646996358,0.005546774184139069,0.6328737040395641,0.8917011433325535,0.7850008223698849,0.7856789524429516
