segment,active_target_x_m,active_target_z_m,start_t_s,end_t_s,duration_s,sample_count,rms_error_m,max_error_m,mean_drone_power_ratio,mean_cable_support_fraction,max_thrust_fraction,max_allocation_residual_N,mean_contact_force_N,contact_valid_fraction,allocation_residual_active_fraction
1,-1.45,1.1,0.005,10.49500000000024,10.49000000000024,2099,0.034558522249097404,0.05746956241049417,0.15808750596129068,0.8707190306813279,0.5162138152599285,0.028556003218342948,0.5479270375521883,0.9928537398761315,0.0
2,1.45,1.1,10.500000000000242,28.82999999999855,18.329999999998307,3667,0.06346878136094586,0.11110566913114202,0.1732826769453327,0.861252576252543,0.507326122456397,0.03836766840809539,0.5500000000000003,1.0,0.0
3,1.45,1.52,28.834999999998548,30.764999999998164,1.929999999999616,387,0.07134274536766019,0.08197062887856306,0.3466642647200347,0.7583840872667715,0.5466486052866527,0.006378500355878484,0.5500000000000003,0.7312661498708011,0.0
4,-1.45,1.52,30.769999999998163,48.32000000000627,17.550000000008104,3511,0.06356017423475957,0.11217760140293598,0.2082447652229716,0.8373106646300668,0.558735690471582,0.03677697888435814,0.5500000000000003,1.0,0.0
5,-1.45,1.94,48.32500000000627,50.30000000000728,1.9750000000010104,396,0.0703047358247482,0.08144789954643959,0.42005466079995163,0.6913502012122849,0.6023377315575037,0.009365848679731571,0.5500000000000003,0.7323232323232324,0.0
6,1.45,1.94,50.30500000000728,67.81500000001081,17.51000000000353,3503,0.06396877084098623,0.11396005558413133,0.25755753241582013,0.7970817563377175,0.6137500403194698,0.041125496250846855,0.5500000000000003,1.0,0.0
7,1.45,2.36,67.82000000001081,69.9150000000089,2.0949999999980946,420,0.06786904642477305,0.07883070116965717,0.5189993070857642,0.5956335574112651,0.6683534943438442,0.015082351185543087,0.5500000000000003,0.7452380952380953,0.0
8,-1.45,2.36,69.9200000000089,88.2799999999922,18.3599999999833,3673,0.06422927803788016,0.12540636968818422,0.3311387323652558,0.7298236756308968,0.6744624127212668,0.04282573658146412,0.5500000000000003,0.9684181867683093,0.0
9,-1.45,2.78,88.2849999999922,90.70499999999,2.419999999997799,485,0.06507642229283979,0.07307918896232632,0.6531838521078512,0.4556193794590106,0.7326005242657558,0.025007523593549356,0.5500000000000003,0.777319587628866,0.0
10,1.45,2.78,90.70999999998999,109.30999999997307,18.599999999983083,3721,0.062330337100957006,0.12678034107217961,0.4505462495751981,0.6152738400243465,0.7340326658142605,0.05149927877000922,0.5500000000000003,0.9696318194033862,0.005643644181671593
11,1.45,3.1999999999999997,109.31499999997307,112.34499999997031,3.0299999999972442,607,0.0687703599221774,0.09582168137717269,0.8147510171285407,0.26888547315424877,0.7736233195646331,0.0387355628471393,0.5500000000000003,0.8385502471169687,0.0
12,-1.45,3.1999999999999997,112.34999999997031,132.02499999995243,19.67499999998212,3936,0.06458421286245375,0.12467107319830523,0.6283922457435741,0.42975783044968413,0.7649496143504022,0.08569111704297146,0.5500000000000003,0.9283536585365854,0.03938008130081301
13,0.0,2.0,132.02999999995242,149.37999999993664,17.34999999998422,3471,0.0739327365632982,0.12901681279872823,0.27033056579806963,0.7423567731823785,0.7544614441280131,0.047914100559899815,0.5500000000000003,0.9619706136560069,0.0
